rayyan_key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-83177993,Learning the wrong lessons? Science and fisheries management in the Chesapeake Bay blue crab fishery,2012,5,1,Public Understanding of Science,,21,4,401-417,Beem Betsi,http://journals.sagepub.com/doi/10.1177/0963662510374177,,"SAGE PublicationsSage UK: London, England",,,"RAYYAN-INCLUSION: {""Elina""=>""Excluded""}",10.1177/0963662510374177,eppi-reviewer;decision making in science;discourses of science;framing risk;interaction experts/publics;public understanding of science,,
rayyan-83177994,Science-policy intermediaries from a practitioner's perspective: The Lenfest Ocean Program experience,2016,,,Science and Public Policy,0302-3427,43,2,291-300,Bednarek A T and Shouse B and Hudson C G and Goldburg R,<Go to ISI>://WOS:000376405700014,,,,,"Bednarek, Angela T. Shouse, Ben Hudson, Charlotte G. Goldburg, Rebecca 1471-5430 | RAYYAN-INCLUSION: {""Nibedita""=>""Excluded""}",10.1093/scipol/scv008,eppi-reviewer,,
rayyan-83177996,Forest Policy Information Networks and the Role of Trust: Cooperative and Competitive Orientations and Underlying Causes,2019,,,Forests,1999-4907,10,4,,Baycheva-Merger T,<Go to ISI>://WOS:000467303600067,,,,,"Baycheva-Merger, Tanya | RAYYAN-INCLUSION: {""Matthew""=>""Included"", ""Philip""=>""Included"", ""Tabitha""=>""Included"", ""Prishnee""=>""Included"", ""Valentin""=>""Included"", ""fereshteh""=>""Included"", ""Aidan""=>""Included"", ""Nibedita""=>""Included"", ""Isobel""=>""Included""}",10.3390/f10040359,eppi-reviewer,,
rayyan-83177997,Institutional and Actor-Oriented Factors Constraining Expert-Based Forest Information Exchange in Europe: A Policy Analysis from an Actor-Centred Institutionalist Approach,2018,,,Forests,1999-4907,9,3,,Baycheva-Merger T and Sotirov M and Holmgren S and Selter A,<Go to ISI>://WOS:000428508200032,,,,,"Baycheva-Merger, Tanya Sotirov, Metodi Holmgren, Sara Selter, Andy Sotirov, Metodi/T-8199-2019 Sotirov, Metodi/0000-0002-3548-707X | RAYYAN-INCLUSION: {""Nibedita""=>""Included"", ""Isobel""=>""Included""}",10.3390/f9030129,eppi-reviewer,,
rayyan-83178000,What Sources Are Natural Resource Managers Using to Make Decisions?,2021,,,Journal of Wildlife Management,,85,8,1543-1553,Barrett Kyle and Rodriguez Shari L,http://0-search.ebscohost.com.catalogue.libraries.london.ac.uk/login.aspx?direct=true&db=a9h&AN=152949847&site=ehost-live,,,,,"Barrett, Kyle 1 Rodriguez, Shari L. 1; Email Address: slrodri@clemson.edu; Affiliation: 1: Clemson University, 261 Lehotsky Hall, Clemson SC, 29634, , USA; Source Info: Nov2021, Vol. 85 Issue 8, p1543; Subject Term: NATURAL resources management; Subject Term: ENVIRONMENTAL agencies; Subject Term: DECISION making; Subject Term: NATURAL resources; Subject Term: INFORMATION resources; Subject Term: EXECUTIVES; Subject Term: UNITED States; Author-Supplied Keyword: evidence‐based; Author-Supplied Keyword: expert opinion; Author-Supplied Keyword: management decision; Author-Supplied Keyword: peer‐reviewed literature; Author-Supplied Keyword: sources; Author-Supplied Keyword: state natural resource agencies; NAICS/Industry Codes: 924110 Administration of Air and Water Resource and Solid Waste Management Programs; Number of Pages: 11p; Document Type: Article; Full Text Word Count: 9142 | RAYYAN-INCLUSION: {""Philip""=>""Included"", ""Nibedita""=>""Included""}",10.1002/jwmg.22112,eppi-reviewer;evidence-based;expert opinion;management decision;peer-reviewed literature;sources;state natural resource agencies,,
rayyan-83178010,"Bridging practices, institutions, and landscapes through a scale-based approach for research and practice: A case study of a business association in South India",2019,,,Ecological Economics,,160,,240-250,Asokan Vivek Anand and Yarime Masaru and Onuki Motoharu,http://0-search.ebscohost.com.catalogue.libraries.london.ac.uk/login.aspx?direct=true&db=a9h&AN=135792402&site=ehost-live,,,,,"Asokan, Vivek Anand 1; Email Address: viv.asok@gmail.com Yarime, Masaru 1; Email Address: yarime@ust.hk Onuki, Motoharu 1; Email Address: onuki@k.u-tokyo.ac.jp; Affiliation: 1: Graduate Program in Sustainability Science (GPSS), Division of Environmental Studies, Graduate School of Frontier Sciences, The University of Tokyo, Kashiwa City, Chiba 277-8563, Japan; Source Info: Jun2019, Vol. 160, p240; Subject Term: SCIENTIFIC knowledge; Subject Term: CASE studies; Subject Term: TRADE associations; Subject Term: SOCIAL sciences; Subject Term: LAND degradation; Subject Term: RESTORATION ecology; Subject Term: INDIA; Author-Supplied Keyword: Business association; Author-Supplied Keyword: Corporate responsibility; Author-Supplied Keyword: Ecosystems; Author-Supplied Keyword: Scale-based approach; Author-Supplied Keyword: Sustainability science; NAICS/Industry Codes: 541720 Research and Development in the Social Sciences and Humanities; NAICS/Industry Codes: 813910 Business Associations; NAICS/Industry Codes: 813930 Labor Unions and Similar Labor Organizations; Number of Pages: 11p; Document Type: Article; Full Text Word Count: 10854 | RAYYAN-INCLUSION: {""Iris""=>""Excluded""}",10.1016/j.ecolecon.2019.02.022,eppi-reviewer;Business association;Corporate responsibility;Ecosystems;Scale-based approach;Sustainability science,,
rayyan-83178026,,2003,,,Getting the evidence: using research in policy making,,,,, and GREAT BRITAIN National Audit Office,,,Stationery Office,,,"RAYYAN-INCLUSION: {""Alice""=>""Excluded""}",,EPPI-REVIEWER,,
rayyan-83178031,Evidence-Based Practice and the Use of Information in State Agency Decision Making.,2012,4,,,,22,2,245 - 266,"Jennings, Edward T.1 and Hall, Jeremy L.2 and ",,,,,,"Accession Number: 74075160; Authors: Jennings, Edward T. 1; Hall, Jeremy L. 2; Affiliations:  1: University of Kentucky;  2: University of Texas at Dallas; Subject: Essays; Subject: Government agencies; Subject: Decision making; Subject: Government policy; Subject: Problem solving; Number of Pages: 22p; Illustrations: 5 Charts; Record Type: Essay | RAYYAN-INCLUSION: {""Elina""=>""Excluded""}",,EPPI-REVIEWER,,
rayyan-83178033,Compliance of Australian threatened species recovery plans with legislative requirements.,2011,8,,,,92,8,2054 - 2060,"Ortega-Argueta, Alejandro, alejandro.ortega@inecol.edu.mx and Baxter, Greg1 and Hockings, Marc1 and ",,,,,,"Accession Number: 60768930; Authors: Ortega-Argueta, Alejandro Email Address: alejandro.ortega@inecol.edu.mx; Baxter, Greg 1; Hockings, Marc 1; Affiliations:  1: University of Queensland (UQ), School of Geography, Planning & Environmental Management, St. Lucia, Queensland 4067, Australia; Subject: Wildlife recovery -- Law & legislation; Subject: Environmental regulations; Subject: Environmental management -- Australia; Subject: Conservation of natural resources -- Research; Subject: Ecology -- Research; Subject: Australia; Number of Pages: 7p; Record Type: Article | RAYYAN-INCLUSION: {""Matthew""=>""Excluded""}",,EPPI-REVIEWER,,
rayyan-153485131,Conservation genomics from a practitioner lens: Evaluating the research-implementation gap in a managed freshwater fishery,2020,,,Biological Conservation,,241,,,"Kadykalo, A.N. and Cooke, S.J. and Young, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075864072&doi=10.1016%2fj.biocon.2019.108350&partnerID=40&md5=5184fcf4565d111db1161e0e360e7adf,,,,,"<p>Export Date: 27 January 2025; Cited By: 19</p> | RAYYAN-INCLUSION: {""Philip""=>""Included"", ""Aidan""=>""Included""}",10.1016/j.biocon.2019.108350,British Columbia;Canada;conservation genetics;conservation management;decision making;Fisheries management;fishery management;freshwater ecosystem;genetic analysis;Genetics;genomics;government relations;knowledge based system;Knowledge exchange;Knowledge mobilization;Knowledge-action gap;nongovernmental organization;Oncorhynchus mykiss;questionnaire survey;Rainbow trout;salmonid;stakeholder;wildlife management,,
rayyan-153485134,Use of food web knowledge in environmental conservation and management of living resources in the Baltic Sea,2021,,,ICES Journal of Marine Science,,78,8,2645-2663,"Eero, M. and Dierking, J. and Humborg, C. and Undeman, E. and MacKenzie, B.R. and Ojaveer, H. and Salo, T. and Köster, F.W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119517201&doi=10.1093%2ficesjms%2ffsab145&partnerID=40&md5=89e08ef88f8eb6c0e1b7b66d0989389a,,,,,"<p>Export Date: 27 January 2025; Cited By: 8</p> | RAYYAN-INCLUSION: {""Alec""=>""Excluded""}",10.1093/icesjms/fsab145,Atlantic Ocean;Baltic Sea;chemical contamination;complexity;conservation management;ecosystem approach;ecosystem dynamics;envrionmental conservation;eutrophication;fisheries management;food web;living resources;Matthiola;non-indigenous species;resource management,,
rayyan-153485138,Best practices for producing actionable knowledge to inform fisheries management and conservation,2024,,,Environmental Biology of Fishes,,,,,"Arseneault-Deraps, C. and Davis, R. and MacLeod, M.E.C. and Wilson, E. and Aubrey, B. and Goodenough, A. and Madden, J.C. and Adeli, K.A. and Cvitanovic, C. and Young, N. and Hinderer, J.M. and Nyboer, E.A. and Nguyen, V.M. and Piczak, M.L. and Cooke, S.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203546594&doi=10.1007%2fs10641-024-01591-6&partnerID=40&md5=aa8ecd3d6f8a1cc443d1e7c908060a9d,,,,,"<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Carlos""=>""Excluded""}",10.1007/s10641-024-01591-6,Capacity building;Interdisciplinary research;Knowledge co-production;Knowledge exchange;Science communication;Stakeholder engagement,,
rayyan-153485139,Conflict resolution in coastal resource management: Comparative analysis of case studies from four European countries,2015,,,Ocean and Coastal Management,,103,,109-122,"Stepanova, O.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914171560&doi=10.1016%2fj.ocecoaman.2014.10.017&partnerID=40&md5=c384e8dd551cabbb5ae5965013045743,,,,,"<p>Export Date: 27 January 2025; Cited By: 42</p> | RAYYAN-INCLUSION: {""Alice""=>""Excluded""}",10.1016/j.ocecoaman.2014.10.017,Belgium;Coastal conflicts;Coastal engineering;Coastal management;coastal zone management;Coastal zones;comparative study;conflict management;Conflict resolution;Conflict Resolution;Integration;Italy;knowledge;Knowledge integration;natural resource;Natural resources;Natural resources management;power relations;Power relations;Resource allocation;stakeholder;sustainability;Sweden;United Kingdom,,
rayyan-153485140,"Knowledge co-production: A pathway to effective fisheries management, conservation, and governance",2021,,,Fisheries,,46,2,89-97,"Cooke, S.J. and Nguyen, V.M. and Chapman, J.M. and Reid, A.J. and Landsman, S.J. and Young, N. and Hinch, S.G. and Schott, S. and Mandrak, N.E. and Semeniuk, C.A.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091084696&doi=10.1002%2ffsh.10512&partnerID=40&md5=3b9d1ec02d7cfe8f2a6d97476bf300b3,,,,,"<p>Export Date: 27 January 2025; Cited By: 96</p> | RAYYAN-INCLUSION: {""Carlos""=>""Excluded""}",10.1002/fsh.10512,,,
rayyan-153485142,The big ecological questions inhibiting effective environmental management in Australia,2009,,,Austral Ecology,,34,1,01-Sep,"Morton, S.R. and Hoegh-Guldberg, O. and Lindenmayer, D.B. and Olson, M.H. and Hughes, L. and McCulloch, M.T. and McIntyre, S. and Nix, H.A. and Prober, S.M. and Saunders, D.A. and Andersen, A.N. and Burgman, M.A. and Lefroy, E.C. and Lonsdale, W.M. and Lowe, I. and McMichael, A.J. and Parslow, J.S. and Steffen, W. and Williams, J.E. and Woinarski, J.C.Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-58249106844&doi=10.1111%2fj.1442-9993.2008.01938.x&partnerID=40&md5=b4f5f2e39bbedba7709045b858df6b86,,,,,"<p>Export Date: 27 January 2025; Cited By: 62</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Elina""=>""Included""}",10.1111/j.1442-9993.2008.01938.x,Australasia;Australia;Australian ecology;climate change;ecology;environmental management;Environmental management;inhibition;knowledge;Knowledge gaps;policy development;policy making,,
rayyan-153485145,Languages Are Still a Major Barrier to Global Science,2016,,,PLoS Biology,,14,12,,"Amano, T. and González-Varo, J.P. and Sutherland, W.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015187677&doi=10.1371%2fjournal.pbio.2000933&partnerID=40&md5=126660e03c2d7e2395bce75843f6f40f,,,,,"<p>Export Date: 27 January 2025; Cited By: 324</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Alice""=>""Included""}",10.1371/journal.pbio.2000933,article;communication barrier;Communication Barriers;conservation biology;human;human experiment;Humans;language;Language;physician;science;Science;search engine;Spain;systematic review,,
rayyan-153485153,Elicitation and use of expert knowledge in landscape ecological applications: A synthesis,2014,,,Expert Knowledge and its Application in Landscape Ecology,,,,279-299,"Johnson, C.J. and Drew, C.A. and Perera, A.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929287546&doi=10.1007%2f978-1-4614-1034-8_14&partnerID=40&md5=3b928e2f1342204359a5add1f1bf0bb4,,,,,"<p>Export Date: 27 January 2025; Cited By: 3</p> | RAYYAN-INCLUSION: {""Alice""=>""Excluded""}",,,,
rayyan-153485154,The use of scientific knowledge in the decision making process of environmental public policies in Brazil,2011,,,Journal of Science Communication,,10,1,,"Carneiro, M.J. and da-Silva-Rosa, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954457079&doi=10.22323%2f2.10010203&partnerID=40&md5=2cdde3da7f5085726c095a3195f16d1b,,,,,"<p>Export Date: 27 January 2025; Cited By: 14</p> | RAYYAN-INCLUSION: {""Tabitha""=>""Included"", ""Elina""=>""Included""}",10.22323/2.10010203,,,
rayyan-153485159,Research Prioritization and the Potential Pitfall of Path Dependencies in Coral Reef Science,2014,,,Minerva,,52,2,213-235,"Neff, M.W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901638476&doi=10.1007%2fs11024-014-9250-5&partnerID=40&md5=3456b7dacd95f42267f66e28e1bf41bf,,,,,"<p>Export Date: 27 January 2025; Cited By: 15</p> | RAYYAN-INCLUSION: {""Carlos""=>""Excluded""}",10.1007/s11024-014-9250-5,Conservation biology;Coral reefs;Problem choice;Q method;Research policy;Research priorities,,
rayyan-153485161,The knowledge base for fisheries management: The command and control management system of the European Union,2006,,,Revista Galega de Economia,,15,1,35-54,"Azabache, M.A. and Maza, A.M. and Izeta, L.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746354605&partnerID=40&md5=4be7f915d41dcd2f3bf031b47ceb65eb,,,,,"<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Prishnee""=>""Excluded""}",,Command and control regimes;Common Fisheries Policy;Eurasia;Europe;European Union;fishery management;fishery policy;fishing industry;maximum sustainable yield;Multidisciplinary knowledge;Regional Advisory Councils-RACs,,
rayyan-153485164,Lessons learned in knowledge co-production for climate-smart decision-making,2023,,,Environmental Science and Policy,,141,,178-187,"Rosemartin, A. and Crimmins, T.M. and Gerst, K.L. and Posthumus, E.E. and Ramirez, A.R. and Wallace, C.S. and Morelli, T.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147252267&doi=10.1016%2fj.envsci.2023.01.010&partnerID=40&md5=edcf478f0d252df32ba9d0d96306da75,,,,,"<p>Export Date: 27 January 2025; Cited By: 9</p> | RAYYAN-INCLUSION: {""Iris""=>""Excluded""}",10.1016/j.envsci.2023.01.010,article;attention;climate change;Climate Change;decision making;empowerment;human;knowledge based system;Knowledge Co-production;natural resource;Natural Resource Management;phenology;Phenology;refuge;Refugia;refugium;resource management,,
rayyan-153485165,On the theory-practice gap in the environmental realm: perspectives from and for diverse environmental professionals,2021,,,Socio-Ecological Practice Research,,3,3,243-255,"Cooke, S.J. and Jeanson, A.L. and Bishop, I. and Bryan, B.A. and Chen, C. and Cvitanovic, C. and Fen, Y. and Forester, J. and Fürst, C. and Hu, J. and La Rosa, D. and Meurk, C. and Nguyen, V.M. and Paolisso, M. and Qi, Y. and Chun, F.K.S. and Szetey, K. and Wang, X. and Wang, Y. and Archibald, C.L. and Young, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115397398&doi=10.1007%2fs42532-021-00089-0&partnerID=40&md5=9cebf6ce72093caee74c35937a3b618e,,,,,"<p>Export Date: 27 January 2025; Cited By: 31</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Alec""=>""Included""}",10.1007/s42532-021-00089-0,Co-production;curriculum;decision making;education;Environmental practice;environmental values;knowledge;Knowledge mobilization;Knowledge-action gap;organization;Science policy,,
rayyan-153485175,Knowledge users’ perspectives and advice on how to improve knowledge exchange and mobilization in the case of a co-managed fishery,2016,,,Environmental Science and Policy,,66,,170-178,"Young, N. and Nguyen, V.M. and Corriveau, M. and Cooke, S.J. and Hinch, S.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988531054&doi=10.1016%2fj.envsci.2016.09.002&partnerID=40&md5=86cdb2e7b3b297a09a4b1c681b4fd281,,,,,"<p>Export Date: 27 January 2025; Cited By: 66</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""}",10.1016/j.envsci.2016.09.002,Article;climate change;Co-management;Co-production;consultation;education;environmental management;environmental protection;Fisheries management;fishery;information seeking;knowledge;knowledge exchange;Knowledge exchange;knowledge mobilization;Knowledge mobilization;Pacific salmon;policy;priority journal;quantitative analysis;salmonine;spawning;species conservation,,
rayyan-153485180,Five principles for the practice of knowledge exchange in environmental management,2014,,,Journal of Environmental Management,,146,,337-345,"Reed, M.S. and Stringer, L.C. and Fazey, I. and Evely, A.C. and Kruijsen, J.H.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908670844&doi=10.1016%2fj.jenvman.2014.07.021&partnerID=40&md5=5c7d78a0869b7158197df6dee28b5d11,,,,,"<p>Export Date: 27 January 2025; Cited By: 310</p> | RAYYAN-INCLUSION: {""Philip""=>""Included"", ""Nibedita""=>""Included""}",10.1016/j.jenvman.2014.07.021,Article;Binary alloys;Catchments;Communication;Conservation of Natural Resources;decision making;Decision making;Decision Making;Effective practices;environmental education;environmental management;Environmental management;environmental monitoring;environmental planning;environmental protection;geographical knowledge;human;Humans;interpersonal communication;Knowledge exchange;knowledge management;Knowledge management;Knowledge transfer;Knowledge translation;Management policy;Management practises;Management research;Potassium alloys;project design;research;Research;Research policies;research program;stakeholder;Stakeholder engagement;Stakeholder participation;United Kingdom;Uranium alloys,,
rayyan-153485192,Science and policy-making in Brazil: Some strategies for dialogue,2012,,,Journal of Science Communication,,11,3,C03,"Da Silva Rosa, T. and Teixeira Carneiro, M.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873967096&doi=10.22323%2f2.11030303&partnerID=40&md5=f43d03908c71d41eeb569f1a83a87666,,,,,"<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Matthew""=>""Excluded""}",10.22323/2.11030303,,,
rayyan-153485200,Identifying challenges to building an evidence base for restoration practice,2015,,,Sustainability (Switzerland),,7,12,15871-15881,"Ntshotsho, P. and Esler, K.J. and Reyers, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952360568&doi=10.3390%2fsu71215788&partnerID=40&md5=7e768ffe3d9c20ba5b9c2908ffbdef19,,,,,"<p>Export Date: 27 January 2025; Cited By: 12</p> | RAYYAN-INCLUSION: {""Matthew""=>""Excluded"", ""Philip""=>""Excluded"", ""Prishnee""=>""Maybe""}",10.3390/su71215788,Baseline information;decision making;Evidence-based practice;Impact monitoring;monitoring;perception;Practitioner perceptions;Resource limitations;restoration ecology;South Africa;sustainability;sustainable development,,
rayyan-153485208,Advancing Knowledge for Use in Coastal and Estuarine Management: Competitive Research in the National Estuarine Research Reserve System,2019,,,Coastal Management,,47,3,337-346,"Trueblood, D. and Almazán-Casali, S. and Arnott, J. and Brass, M. and Lemos, M.C. and Matso, K. and Read, J. and Vaccaro, L. and Wondolleck, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064524525&doi=10.1080%2f08920753.2019.1598221&partnerID=40&md5=5393a657e47c66f7586542f73c11c0c7,,,,,"<p>Export Date: 27 January 2025; Cited By: 16</p> | RAYYAN-INCLUSION: {""Tabitha""=>""Excluded""}",10.1080/08920753.2019.1598221,co-production;Co-production;coastal zone management;collaborative science;environmental change;Environmental technology;estuaries;Estuaries;estuarine environment;Finance;knowledge;Knowledge management;knowledge transfer;Knowledge transfer;knowledge use;Knowledge use;Natural resources management;nature conservation;NERRS;Problem solving;research;research application;Research applications;resource management;Science funding,,
rayyan-153485211,What is “usable” knowledge? Perceived barriers for integrating new knowledge into management of an iconic Canadian fishery,2019,,,Canadian Journal of Fisheries and Aquatic Sciences,,76,3,463-474,"Nguyen, V.M. and Young, N. and Corriveau, M. and Hinch, S.G. and Cooke, S.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062193612&doi=10.1139%2fcjfas-2017-0305&partnerID=40&md5=8d13b6ef6959eda2e1b5909c1c4c8318,,,,,"<p>Export Date: 27 January 2025; Cited By: 34</p> | RAYYAN-INCLUSION: {""Sarah""=>""Included""}",10.1139/cjfas-2017-0305,decision making;fishery;fishery management;Oncorhynchus;perception;salmonid fishery;stakeholder,,
rayyan-153485212,How do potential knowledge users evaluate new claims about a contested resource? Problems of power and politics in knowledge exchange and mobilization,2016,,,Journal of Environmental Management,,184,,380-388,"Young, N. and Corriveau, M. and Nguyen, V.M. and Cooke, S.J. and Hinch, S.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993982843&doi=10.1016%2fj.jenvman.2016.10.006&partnerID=40&md5=c883225a18f0ba70071a300145217bee,,,,,"<p>Export Date: 27 January 2025; Cited By: 57</p> | RAYYAN-INCLUSION: {""Isobel""=>""Included""}",10.1016/j.jenvman.2016.10.006,animal;Animals;British Columbia;Canada;Co-management;comanagement;Communication;decision making;employee;expectation;Experiential knowledge;Fisheries;fishery;Fraser River;government;Government employees;human;human experiment;Humans;information dissemination;Information Dissemination;interpersonal communication;interview;knowledge;Knowledge;Knowledge exchange;Knowledge management;Knowledge mobilization;Knowledge perception;Mobilisation;motivation;organization;Organizations;perception;Perception;policy development;politics;Politics;Potential users;Power;procedures;public opinion;Public Opinion;public sector;questionnaire survey;river;Rivers;Salmon;salmonid fishery;salmonine;scientist;social characteristics;sociology;Sociology;Sociology of science;stakeholder;theoretical model,,
rayyan-153485232,A guide to eliciting and using expert knowledge in Bayesian ecological models,2010,,,Ecology Letters,,13,7,900-914,"Kuhnert, P.M. and Martin, T.G. and Griffiths, S.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954643874&doi=10.1111%2fj.1461-0248.2010.01477.x&partnerID=40&md5=06e9b4d41851c672229bc28c92397124,,,,,"<p>Export Date: 27 January 2025; Cited By: 348</p> | RAYYAN-INCLUSION: {""Alec""=>""Excluded""}",10.1111/j.1461-0248.2010.01477.x,"Bayes theorem;Bayes Theorem;Bayesian analysis;Bayesian models;Bias;conservation management;cost-benefit analysis;database;decision making;Decision-making;ecological modeling;ecology;Ecology;empirical analysis;Expert judgement;Expert opinion;expert system;Models, Theoretical;natural resource;Prior information;review;theoretical model",,
rayyan-153485240,A conceptual framework for understanding the perspectives on the causes of the science–practice gap in ecology and conservation,2018,,,Biological Reviews,,93,2,1032-1055,"Bertuol-Garcia, D. and Morsello, C. and N. El-Hani, C. and Pardini, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045090025&doi=10.1111%2fbrv.12385&partnerID=40&md5=58f3ca1721f7e402c12c89aa215689dc,,,,,"<p>Export Date: 27 January 2025; Cited By: 103</p> | RAYYAN-INCLUSION: {""Carlos""=>""Excluded""}",10.1111/brv.12385,bounded rationality;communities of practice;Conservation of Natural Resources;decision making;Decision Making;ecology;Ecology;environmental management;environmental policy;environmental protection;human;Humans;knowing–doing gap;management;Policy Making;policy-making;practice gap;procedures;Professional Practice Gaps;public policy;Public Policy;research–implementation gap;science;science communication;technology and society;transdisciplinarity,,
rayyan-153485241,Accumulation of New Knowledge and Advances in Fishery Management: Two Complementary Processes?,2009,,,Advances in Fisheries Science: 50 years on from Beverton and Holt,,,,229-254,"Apostolaki, P. and Pilling, G.M. and Armstrong, M.J. and Metcalfe, J.D. and Forster, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889491231&doi=10.1002%2f9781444302653.ch10&partnerID=40&md5=7682567b2c3032afc912048632b9467d,,,,,"<p>Export Date: 27 January 2025; Cited By: 1</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded"", ""Nibedita""=>""Excluded""}",,Data use and simulation modelling;Information triggering quality control or resistance to change;Knowledge for developing biological basis for fisheries management;Latest knowledge and technology;Latest knowledge and technology at management decision level;New knowledge and advances in fishery management;Technological advancements and new knowledge;Trade-offs associated with use of new knowledge;Uncertainty in new knowledge and time constraints at scientific level,,
rayyan-153485264,Knowledge exchange: A review and research agenda for environmental management,2013,,,Environmental Conservation,,40,1,19-36,"Fazey, I. and Evely, A.C. and Reed, M.S. and Stringer, L.C. and Kruijsen, J. and White, P.C.L. and Newsham, A. and Jin, L. and Cortazzi, M. and Phillipson, J. and Blackstock, K. and Entwistle, N. and Sheate, W. and Armstrong, F. and Blackmore, C. and Fazey, J. and Ingram, J. and Gregson, J. and Lowe, P. and Morton, S. and Trevitt, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873327282&doi=10.1017%2fS037689291200029X&partnerID=40&md5=a69bf770252952c056a8d44a770bd5fe,,,,,"<p>Export Date: 27 January 2025; Cited By: 258</p> | RAYYAN-INCLUSION: {""Philip""=>""Excluded""}",10.1017/S037689291200029X,adaptive comanagement;adaptive management;Co-management;comanagement;conservation management;decision making;decision-making;environmental management;Environmental management;evidence-based conservation;integrated approach;knowledge;knowledge exchange;Knowledge exchange;knowledge management;Knowledge management;knowledge transfer;Knowledge transfer;learning;literature review;participation;participatory approach;Research;research impact;research work;social learning;Social learning;sustainability,,
rayyan-153485274,Knowledge exchange at the interface of marine science and policy: A review of progress and research needs,2024,,,Ocean and Coastal Management,,253,,,"Karcher, D.B. and Tuohy, P. and Cooke, S.J. and Cvitanovic, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189630638&doi=10.1016%2fj.ocecoaman.2024.107137&partnerID=40&md5=4485b108629095a65060a174712011ca,,,,,"<p>Export Date: 27 January 2025; Cited By: 6</p> | RAYYAN-INCLUSION: {""Sarah""=>""Excluded""}",10.1016/j.ocecoaman.2024.107137,knowledge;Knowledge co productions;Knowledge exchange;Knowledge management;literature review;marine policy;Marine policy;Marine research;Marine science;North America;ocean;Production organizations;Research communities;Research needs;research work;Science policies;Systematic Review,,
rayyan-153485281,Knowledge coproduction on the impact of decisions for waterbird habitat in a changing climate,2023,,,Conservation Biology,,37,5,,"Byrd, K.B. and Matchett, E. and Mengelt, C. and Wilson, T.S. and DiPietro, D. and Moritsch, M. and Conlisk, E. and Veloz, S. and Casazza, M.L. and Reiter, M.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161396292&doi=10.1111%2fcobi.14089&partnerID=40&md5=bc2b783e0328b0344fb1e23a9f79f728,,,,,"<p>Export Date: 27 January 2025; Cited By: 2</p> | RAYYAN-INCLUSION: {""Aidan""=>""Excluded""}",10.1111/cobi.14089,adaptación climática;agricultura;agriculture;apoyo a las decisiones;California;cambios en el uso de suelo;Central Valley [California];climate adaptation;climate change;Climate Change;Conservation of Natural Resources;decision support;decision support system;ecosystem;Ecosystem;ecosystem resilience;environmental protection;human;Humans;land use change;local adaptation;modelado participativo;participatory modeling;planeación de escenarios;restauración de humedales;scenario planning;seabird;season;Seasons;stakeholder;suministro de agua;United States;water supply;waterfowl;wetland;wetland restoration;Wetlands,,
