rayyan_key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-153485165,On the theory-practice gap in the environmental realm: perspectives from and for diverse environmental professionals,2021,,,Socio-Ecological Practice Research,,3,3,243-255,"Cooke, S.J. and Jeanson, A.L. and Bishop, I. and Bryan, B.A. and Chen, C. and Cvitanovic, C. and Fen, Y. and Forester, J. and Fürst, C. and Hu, J. and La Rosa, D. and Meurk, C. and Nguyen, V.M. and Paolisso, M. and Qi, Y. and Chun, F.K.S. and Szetey, K. and Wang, X. and Wang, Y. and Archibald, C.L. and Young, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115397398&doi=10.1007%2fs42532-021-00089-0&partnerID=40&md5=9cebf6ce72093caee74c35937a3b618e,,,,"The theory-practice gap (TPG) is well known in the environmental realm, referring to disconnects between knowledge generated through scientific research and the needs, expectations, and practices of knowledge users for environmental decision-making and practice. While the presence of the TPG is well established, we have yet to fully implement mechanisms for overcoming its challenges. Thus, our goal is to characterize the TPG and identify practical recommendations for minimizing it. Here, a diverse group of experts in the environmental realm (spanning landscape planning, conservation science, environmental sociology, resource management, political science, and anthropology, among others) present our perspectives on the TPG. More specifically, we share an organized framework for understanding the TPG and suggest recommendations that can help make progress in one or more dimension(s). Conceptual topics discussed are the implications of the gap and its persis-tence. Organizational/institutional topics include the implications of the overabundance, inaccessibility, and uncertainty of scientific information, and a need for mainstreaming boundary spanning activities. Lastly, cultural topics include differences in culture and epistemologies across knowledge generators and users, shifting cultures through co-production, and changes in educational curricula. Recommendations for minimizing the TPG include conceptually recasting what is considered ‘success,’ institutional reform, enhanced information delivery, leveraging knowledge brokers and boundary organizations, leveraging ‘champions’ in policy, using co-production and/or integrative research, confronting the contemporary ‘fake news’ phenomenon, and rethinking researcher and practitioner training and development. By sharing our framework and recom-mendations, we provide insight, as well as a starting point for those looking to narrow the TPG and improve knowledge generator-user relationships. © The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd. 2021.","<p>Export Date: 27 January 2025; Cited By: 31</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Carlos - to check,For data extraction,To check for next stage,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not relevant study design",10.1007/s42532-021-00089-0,Co-production;curriculum;decision making;education;Environmental practice;environmental values;knowledge;Knowledge mobilization;Knowledge-action gap;organization;Science policy,,
rayyan-153485175,Knowledge users’ perspectives and advice on how to improve knowledge exchange and mobilization in the case of a co-managed fishery,2016,,,Environmental Science and Policy,,66,,170-178,"Young, N. and Nguyen, V.M. and Corriveau, M. and Cooke, S.J. and Hinch, S.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988531054&doi=10.1016%2fj.envsci.2016.09.002&partnerID=40&md5=86cdb2e7b3b297a09a4b1c681b4fd281,,,,"Environmental scientists have long been frustrated by the difficulties involved in transferring their research findings into policy-making, management, and public spheres. Despite increases in scientific knowledge about social-ecological systems, research has consistently shown that regulators and stakeholders draw on tacit, informal, and experiential knowledge far more than scientific knowledge in their decision-making. Social science research in the fields of knowledge exchange (KE) and knowledge mobilization (KMb) suggest that one of the major barriers to moving knowledge into practice is that scientists fail to align their communication strategies with the information-seeking behaviours and preferences of potential knowledge users. This article presents findings from in-depth qualitative research with government employees and stakeholders involved in co-managing Pacific salmon fisheries in Canada's Fraser River. We investigate how members of these groups access, view, and use scientific information, finding both similarities and differences. Members of both groups express a strong interest in academic science, and self-report using scientific information regularly in their work and advocacy. However, the two groups engage in different information-seeking behaviours, and provide notably different advice to academic scientists about how to make research and communication more relevant to potential users. For example, government employees focus on the immediate applications of research to known problems, while stakeholders express greater concern for the political context and implications of scientific findings. We argue that scientists need to “go where the users are” in the behavioural and intellectual sense, and tailor their communications and engagement activities to match the habits, preferences, and expectations of multiple potential user groups. We conclude with recommendations on how this may be done. © 2016 Elsevier Ltd","<p>Export Date: 27 January 2025; Cited By: 66</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Full text - for sampling,Full text - screening filter,Included for full-text screening",10.1016/j.envsci.2016.09.002,Article;climate change;Co-management;Co-production;consultation;education;environmental management;environmental protection;Fisheries management;fishery;information seeking;knowledge;knowledge exchange;Knowledge exchange;knowledge mobilization;Knowledge mobilization;Pacific salmon;policy;priority journal;quantitative analysis;salmonine;spawning;species conservation,,
rayyan-153485180,Five principles for the practice of knowledge exchange in environmental management,2014,,,Journal of Environmental Management,,146,,337-345,"Reed, M.S. and Stringer, L.C. and Fazey, I. and Evely, A.C. and Kruijsen, J.H.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908670844&doi=10.1016%2fj.jenvman.2014.07.021&partnerID=40&md5=5c7d78a0869b7158197df6dee28b5d11,,,,"This paper outlines five principles for effective practice of knowledge exchange, which when applied, have the potential to significantly enhance the impact of environmental management research, policy and practice. The paper is based on an empirical analysis of interviews with 32 researchers and stakeholders across 13 environmental management research projects, each of which included elements of knowledge co-creation and sharing in their design. The projects focused on a range of upland and catchment management issues across the UK, and included Research Council, Government and NGO funded projects. Preliminary findings were discussed with knowledge exchange professionals and academic experts to ensure the emerging principles were as broadly applicable as possible across multiple disciplines. The principles suggest that: knowledge exchange needs to be designed into research; the needs of likely research users and other stakeholders should be systematically represented in the research where possible; and long-term relationships must be built on trust and two-way dialogue between researchers and stakeholders in order to ensure effective co-generation of new knowledge. We found that the delivery of tangible benefits early on in the research process helps to ensure continued motivation and engagement of likely research users. Knowledge exchange is a flexible process that must be monitored, reflected on and continuously refined, and where possible, steps should be taken to ensure a legacy of ongoing knowledge exchange beyond initial research funding. The principles have been used to inform the design of knowledge exchange and stakeholder engagement guidelines for two international research programmes. They are able to assist researchers, decision-makers and other stakeholders working in contrasting environmental management settings to work together to co-produce new knowledge, and more effectively share and apply existing knowledge to manage environmental change. © 2014 The Authors.","<p>Export Date: 27 January 2025; Cited By: 310</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,Santiago - to check,Included for full-text screening",10.1016/j.jenvman.2014.07.021,Article;Binary alloys;Catchments;Communication;Conservation of Natural Resources;decision making;Decision making;Decision Making;Effective practices;environmental education;environmental management;Environmental management;environmental monitoring;environmental planning;environmental protection;geographical knowledge;human;Humans;interpersonal communication;Knowledge exchange;knowledge management;Knowledge management;Knowledge transfer;Knowledge translation;Management policy;Management practises;Management research;Potassium alloys;project design;research;Research;Research policies;research program;stakeholder;Stakeholder engagement;Stakeholder participation;United Kingdom;Uranium alloys,,
rayyan-153485192,Science and policy-making in Brazil: Some strategies for dialogue,2012,,,Journal of Science Communication,,11,3,C03,"Da Silva Rosa, T. and Teixeira Carneiro, M.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873967096&doi=10.22323%2f2.11030303&partnerID=40&md5=f43d03908c71d41eeb569f1a83a87666,,,,"The current work aims to present and discuss some results of our studies on the communication between those responsible for setting up public, environmental policies and the Brazilian scientific community. These researches focus on the use of knowledge, mostly scientific knowledge, related to two environmental issues: the conservation of biodiversity and climate change. We have observed that there is a difficult dialogue between the various parties involved in the environmental governance. In addition, most strategies are not institutionalised and are implemented in an attempt to facilitate communication between them.","<p>Export Date: 27 January 2025; Cited By: 0</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.22323/2.11030303,,,
rayyan-153485200,Identifying challenges to building an evidence base for restoration practice,2015,,,Sustainability (Switzerland),,7,12,15871-15881,"Ntshotsho, P. and Esler, K.J. and Reyers, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952360568&doi=10.3390%2fsu71215788&partnerID=40&md5=7e768ffe3d9c20ba5b9c2908ffbdef19,,,,"Global acknowledgement of ecological restoration, as an important tool to complement conservation efforts, requires an effort to increase the effectiveness of restoration interventions. Evidence-based practice is purported to promote effectiveness. A central tenet of this approach is decision making that is based on evidence, not intuition. Evidence can be generated experimentally and in practice but needs to be linked to baseline information collection, clear goals and monitoring of impact. In this paper, we report on a survey conducted to assess practitioners' perceptions of the evidence generated in restoration practice in South Africa, as well as challenges encountered in building this evidence base. Contrary to a recent assessment of this evidence base which found weaknesses, respondents viewed it as adequate and cited few obstacles to its development. Obstacles cited were mostly associated with planning and resource availability. We suggest that the disparity between practitioners' perceptions and observed weaknesses in the evidence base could be a challenge in advancing evidence-based restoration. We explore opportunities to overcome this disparity as well as the obstacles listed by practitioners. These opportunities involve a shift from practitioners as users of scientific knowledge and evidence, to practitioners involved in the co-production of evidence needed to increase the effectiveness of restoration interventions. © 2015 by the authors, licensee MDPI, Basel, Switzerland.","<p>Export Date: 27 January 2025; Cited By: 12</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Carlos - to check,To check for next stage,Included for full-text screening",10.3390/su71215788,Baseline information;decision making;Evidence-based practice;Impact monitoring;monitoring;perception;Practitioner perceptions;Resource limitations;restoration ecology;South Africa;sustainability;sustainable development,,
rayyan-153485208,Advancing Knowledge for Use in Coastal and Estuarine Management: Competitive Research in the National Estuarine Research Reserve System,2019,,,Coastal Management,,47,3,337-346,"Trueblood, D. and Almazán-Casali, S. and Arnott, J. and Brass, M. and Lemos, M.C. and Matso, K. and Read, J. and Vaccaro, L. and Wondolleck, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064524525&doi=10.1080%2f08920753.2019.1598221&partnerID=40&md5=5393a657e47c66f7586542f73c11c0c7,,,,"Decades of research has generated new scientific understanding and technologies aimed at better managing environmental change in estuarine and coastal regions. Yet many across the communities of coastal and estuarine research, management, and funding believe that progress has been too slow in applying this research in practice. This essay reviews how the National Estuarine Research Reserve System’s funding program evolved over the past two decades to improve how researchers and users of research work together to increase the uptake of science to achieve resource management and conservation goals. Incremental innovation in the design of the NERRS funding program enabled more intensive and multiway engagement between funders, researchers, and users, which created new pathways for applying science in practice. Furthermore, these interactions stimulate reflection and adaptation within each separate institutional setting, supporting changes that may science to better support environmental problem solving. © 2019, © 2019 Taylor & Francis.","<p>Export Date: 27 January 2025; Cited By: 16</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Included for full-text screening",10.1080/08920753.2019.1598221,co-production;Co-production;coastal zone management;collaborative science;environmental change;Environmental technology;estuaries;Estuaries;estuarine environment;Finance;knowledge;Knowledge management;knowledge transfer;Knowledge transfer;knowledge use;Knowledge use;Natural resources management;nature conservation;NERRS;Problem solving;research;research application;Research applications;resource management;Science funding,,
rayyan-153485211,What is “usable” knowledge? Perceived barriers for integrating new knowledge into management of an iconic Canadian fishery,2019,,,Canadian Journal of Fisheries and Aquatic Sciences,,76,3,463-474,"Nguyen, V.M. and Young, N. and Corriveau, M. and Hinch, S.G. and Cooke, S.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062193612&doi=10.1139%2fcjfas-2017-0305&partnerID=40&md5=8d13b6ef6959eda2e1b5909c1c4c8318,,,,"Understanding the perspectives of knowledge users and the demands of their decision-making environment would benefit researchers looking to enhance the utility of the knowledge they generate. Using the Fraser River Pacific salmon fishery as a case study, we investigate the views of 49 government employees and stakeholders regarding the barriers to incorporating new knowledge into fisheries management. Our study uses analysis of qualitative data structured by a knowledge–action framework, which revealed that 90% of respondents perceived the contextual dimension (e.g., institutional structures and norms) as a barrier for incorporating new knowledge, followed by barriers related to the characteristics of knowledge actors (52% of respondents), characteristics of the knowledge (27%), time and timing (27%), knowledge transfer strategies (17%), and relational dimension (8%). The identified barriers have indirect–direct relationship with knowledge producers and appear hierarchical in nature. We note that informal relationships can enable conditions whereby knowledge users can access new knowledge, and knowledge producers can gain insights on users’ needs. We discuss lessons learned from the case, which we believe can be applied more beyond fisheries. © 2019, Canadian Science Publishing. All rights reserved.","<p>Export Date: 27 January 2025; Cited By: 34</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: For data extraction,To check for next stage,Included for full-text screening",10.1139/cjfas-2017-0305,decision making;fishery;fishery management;Oncorhynchus;perception;salmonid fishery;stakeholder,,
rayyan-153485212,How do potential knowledge users evaluate new claims about a contested resource? Problems of power and politics in knowledge exchange and mobilization,2016,,,Journal of Environmental Management,,184,,380-388,"Young, N. and Corriveau, M. and Nguyen, V.M. and Cooke, S.J. and Hinch, S.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993982843&doi=10.1016%2fj.jenvman.2016.10.006&partnerID=40&md5=c883225a18f0ba70071a300145217bee,,,,"This article examines how potential users of scientific and local/traditional/experiential knowledge evaluate new claims to knowing, using 67 interviews with government employees and non-governmental stakeholders involved in co-managing salmon fisheries in Canada's Fraser River. Research has consistently shown that there are major obstacles to moving new knowledge into policy, management, and public domains. New concepts such as Knowledge Exchange (KE) and Knowledge Mobilization (KMb) are being used to investigate these obstacles, but the processes by which potential users evaluate (sometimes competing) knowledge claims remain poorly understood. We use concepts from the sociology of science and find that potential users evaluate new knowledge claims based on three broad criteria: (1) the perceived merits of the claim, (2) perceptions of the character and motivation of the claimant, and (3) considerations of the social and political context of the claim. However, government employees and stakeholders have different interpretations of these criteria, leading to different knowledge preferences and normative expectations of scientists and other claimants. We draw both theoretical and practical lessons from these findings. With respect to theory, we argue that the sociology of science provides valuable insights into the political dimensions of knowledge and should be explicitly incorporated into KE/KMb research. With respect to practice, our findings underline the need for scientists and other claimants to make conscious decisions about whose expectations they hope to meet in their communications and engagement activities. © 2016 Elsevier Ltd","<p>Export Date: 27 January 2025; Cited By: 57</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Santiago - to check,To check for next stage,Full text - for sampling,Full text - screening filter,Included for full-text screening",10.1016/j.jenvman.2016.10.006,animal;Animals;British Columbia;Canada;Co-management;comanagement;Communication;decision making;employee;expectation;Experiential knowledge;Fisheries;fishery;Fraser River;government;Government employees;human;human experiment;Humans;information dissemination;Information Dissemination;interpersonal communication;interview;knowledge;Knowledge;Knowledge exchange;Knowledge management;Knowledge mobilization;Knowledge perception;Mobilisation;motivation;organization;Organizations;perception;Perception;policy development;politics;Politics;Potential users;Power;procedures;public opinion;Public Opinion;public sector;questionnaire survey;river;Rivers;Salmon;salmonid fishery;salmonine;scientist;social characteristics;sociology;Sociology;Sociology of science;stakeholder;theoretical model,,
rayyan-153485232,A guide to eliciting and using expert knowledge in Bayesian ecological models,2010,,,Ecology Letters,,13,7,900-914,"Kuhnert, P.M. and Martin, T.G. and Griffiths, S.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954643874&doi=10.1111%2fj.1461-0248.2010.01477.x&partnerID=40&md5=06e9b4d41851c672229bc28c92397124,,,,"Expert knowledge in ecology is gaining momentum as a tool for conservation decision-making where data are lacking. Yet, little information is available to help a researcher decide whether expert opinion is useful for their model, how an elicitation should be conducted, what the most relevant method for elicitation is and how this can be translated into prior distributions for analysis in a Bayesian model. In this study, we provide guidance in using expert knowledge in a transparent and credible manner to inform ecological models and ultimately natural resource and conservation decision-making. We illustrate the decisions faced when considering the use of expert knowledge in a model with the help of two real ecological case studies. These examples are explored further to examine the impact of expert knowledge through 'priors' in Bayesian modeling and specifically how to minimize potential bias. Finally, we make recommendations on the use of expert opinion in ecology. We believe if expert knowledge is elicited and incorporated into ecological models with the same level of rigour provided in the collection and use of empirical data, expert knowledge can increase the precision of models and facilitate informed decision-making in a cost-effective manner. © 2010 Blackwell Publishing Ltd/CNRS.","<p>Export Date: 27 January 2025; Cited By: 348</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.1111/j.1461-0248.2010.01477.x,"Bayes theorem;Bayes Theorem;Bayesian analysis;Bayesian models;Bias;conservation management;cost-benefit analysis;database;decision making;Decision-making;ecological modeling;ecology;Ecology;empirical analysis;Expert judgement;Expert opinion;expert system;Models, Theoretical;natural resource;Prior information;review;theoretical model",,
rayyan-153485240,A conceptual framework for understanding the perspectives on the causes of the science–practice gap in ecology and conservation,2018,,,Biological Reviews,,93,2,1032-1055,"Bertuol-Garcia, D. and Morsello, C. and N. El-Hani, C. and Pardini, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045090025&doi=10.1111%2fbrv.12385&partnerID=40&md5=58f3ca1721f7e402c12c89aa215689dc,,,,"Applying scientific knowledge to confront societal challenges is a difficult task, an issue known as the science–practice gap. In Ecology and Conservation, scientific evidence has been seldom used directly to support decision-making, despite calls for an increasing role of ecological science in developing solutions for a sustainable future. To date, multiple causes of the science–practice gap and diverse approaches to link science and practice in Ecology and Conservation have been proposed. To foster a transparent debate and broaden our understanding of the difficulties of using scientific knowledge, we reviewed the perceived causes of the science–practice gap, aiming to: (i) identify the perspectives of ecologists and conservation scientists on this problem, (ii) evaluate the predominance of these perspectives over time and across journals, and (iii) assess them in light of disciplines studying the role of science in decision-making. We based our review on 1563 sentences describing causes of the science–practice gap extracted from 122 articles and on discussions with eight scientists on how to classify these sentences. The resulting process-based framework describes three distinct perspectives on the relevant processes, knowledge and actors in the science–practice interface. The most common perspective assumes only scientific knowledge should support practice, perceiving a one-way knowledge flow from science to practice and recognizing flaws in knowledge generation, communication, and/or use. The second assumes that both scientists and decision-makers should contribute to support practice, perceiving a two-way knowledge flow between science and practice through joint knowledge-production/integration processes, which, for several reasons, are perceived to occur infrequently. The last perspective was very rare, and assumes scientists should put their results into practice, but they rarely do. Some causes (e.g. cultural differences between scientists and decision-makers) are shared with other disciplines, while others seem specific to Ecology and Conservation (e.g. inadequate research scales). All identified causes require one of three general types of solutions, depending on whether the causal factor can (e.g. inadequate research questions) or cannot (e.g. scientific uncertainty) be changed, or if misconceptions (e.g. undervaluing abstract knowledge) should be solved. The unchanged predominance of the one-way perspective over time may be associated with the prestige of evidence-based conservation and suggests that debates in Ecology and Conservation lag behind trends in other disciplines towards bidirectional views ascribing larger roles to decision-makers. In turn, the two-way perspective seems primarily restricted to research traditions historically isolated from mainstream conservation biology. All perspectives represented superficial views of decision-making by not accounting for limits to human rationality, complexity of decision-making contexts, fuzzy science–practice boundaries, ambiguity brought about by science, and different types of knowledge use. However, joint knowledge-production processes from the two-way perspective can potentially allow for democratic decision-making processes, explicit discussions of values and multiple types of science use. To broaden our understanding of the interface and foster productive science–practice linkages, we argue for dialogue among different research traditions within Ecology and Conservation, joint knowledge-production processes between scientists and decision-makers and interdisciplinarity across Ecology, Conservation and Political Science in both research and education. © 2017 Cambridge Philosophical Society","<p>Export Date: 27 January 2025; Cited By: 103</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.1111/brv.12385,bounded rationality;communities of practice;Conservation of Natural Resources;decision making;Decision Making;ecology;Ecology;environmental management;environmental policy;environmental protection;human;Humans;knowing–doing gap;management;Policy Making;policy-making;practice gap;procedures;Professional Practice Gaps;public policy;Public Policy;research–implementation gap;science;science communication;technology and society;transdisciplinarity,,
rayyan-153485241,Accumulation of New Knowledge and Advances in Fishery Management: Two Complementary Processes?,2009,,,Advances in Fisheries Science: 50 years on from Beverton and Holt,,,,229-254,"Apostolaki, P. and Pilling, G.M. and Armstrong, M.J. and Metcalfe, J.D. and Forster, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889491231&doi=10.1002%2f9781444302653.ch10&partnerID=40&md5=7682567b2c3032afc912048632b9467d,,,,"The past few decades have marked a dramatic change in our ability to collect, analyse and use information about fish stocks, the natural systems of which they are part, and the external conditions that affect them. It is often claimed that this knowledge would contribute to the sustainable use of marine resources if taken into account in the development of fisheries management plans. However, the incorporation of new knowledge in such processes has been slow compared with the rate at which new knowledge is accumulated. Here, we discuss some of the factors that can impede the uptake of new knowledge at both the level of preparing official scientific advice or when this advice is used to adopt fishery management measures. We also suggest ways to improve utilization and uptake of new knowledge and reference cases in which such uptake has been facilitated. © 2008 Crown.","<p>Export Date: 27 January 2025; Cited By: 1</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Santiago - to check,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not a primary study",,Data use and simulation modelling;Information triggering quality control or resistance to change;Knowledge for developing biological basis for fisheries management;Latest knowledge and technology;Latest knowledge and technology at management decision level;New knowledge and advances in fishery management;Technological advancements and new knowledge;Trade-offs associated with use of new knowledge;Uncertainty in new knowledge and time constraints at scientific level,,
rayyan-153485264,Knowledge exchange: A review and research agenda for environmental management,2013,,,Environmental Conservation,,40,1,19-36,"Fazey, I. and Evely, A.C. and Reed, M.S. and Stringer, L.C. and Kruijsen, J. and White, P.C.L. and Newsham, A. and Jin, L. and Cortazzi, M. and Phillipson, J. and Blackstock, K. and Entwistle, N. and Sheate, W. and Armstrong, F. and Blackmore, C. and Fazey, J. and Ingram, J. and Gregson, J. and Lowe, P. and Morton, S. and Trevitt, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873327282&doi=10.1017%2fS037689291200029X&partnerID=40&md5=a69bf770252952c056a8d44a770bd5fe,,,,"There is increasing emphasis on the need for effective ways of sharing knowledge to enhance environmental management and sustainability. Knowledge exchange (KE) are processes that generate, share and/or use knowledge through various methods appropriate to the context, purpose, and participants involved. KE includes concepts such as sharing, generation, coproduction, comanagement, and brokerage of knowledge. This paper elicits the expert knowledge of academics involved in research and practice of KE from different disciplines and backgrounds to review research themes, identify gaps and questions, and develop a research agenda for furthering understanding about KE. Results include 80 research questions prefaced by a review of research themes. Key conclusions are: (1) there is a diverse range of questions relating to KE that require attention; (2) there is a particular need for research on understanding the process of KE and how KE can be evaluated; and (3) given the strong interdependency of research questions, an integrated approach to understanding KE is required. To improve understanding of KE, action research methodologies and embedding evaluation as a normal part of KE research and practice need to be encouraged. This will foster more adaptive approaches to learning about KE and enhance effectiveness of environmental management. © 2012 Foundation for Environmental Conservation.","<p>Export Date: 27 January 2025; Cited By: 258</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Full text - for sampling,Full text - screening filter,Included for full-text screening | RAYYAN-EXCLUSION-REASONS: Not about Evidence use",10.1017/S037689291200029X,adaptive comanagement;adaptive management;Co-management;comanagement;conservation management;decision making;decision-making;environmental management;Environmental management;evidence-based conservation;integrated approach;knowledge;knowledge exchange;Knowledge exchange;knowledge management;Knowledge management;knowledge transfer;Knowledge transfer;learning;literature review;participation;participatory approach;Research;research impact;research work;social learning;Social learning;sustainability,,
rayyan-153485274,Knowledge exchange at the interface of marine science and policy: A review of progress and research needs,2024,,,Ocean and Coastal Management,,253,,,"Karcher, D.B. and Tuohy, P. and Cooke, S.J. and Cvitanovic, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189630638&doi=10.1016%2fj.ocecoaman.2024.107137&partnerID=40&md5=4485b108629095a65060a174712011ca,,,,"The management of oceans and coasts needs to be informed by the best available knowledge. One way to support that is through interactive knowledge exchange (KE). Over the last decade, KE strategies have been shared with the marine research community, however, it is unclear whether this has led to recent (i.e., since 2015) progress. Through a systematic review of 60 recent academic articles applying or evaluating marine science-policy KE we synthesize trends in strategies, reasons for using a specific strategy, enablers, achievements, and evaluation. Most articles located were from North America, routinely included local actors or organizations, and spanned different governance levels. In addition to knowledge co-production and boundary organizations as well-established strategies, research networks and engaged funders coordinating and supporting science-policy KE played an increasing role. However, studies rarely provided reasons for why they adopted a specific KE approach within their given context. Achievements of KE are becoming more broadly understood and, among others, included the generation of new knowledge and impact on management or individuals. Factors that enable such achievements are a key area of progress in the literature. Individual case studies referred to the process level (e.g., practical collaboration, inclusive participation and equity, clear goals, continuity), interpersonal level (e.g., trust building, relationships, regular face-to-face contact), and individual level (e.g., skillsets, understanding, champions, facilitators). The measures to evaluate the effectiveness of KE were predominately qualitative (e.g., relevance of knowledge, use of knowledge in management, individual conceptual impacts, and level of engagement). It is increasingly understood what diversity of impacts to look for and unfold ways for more purposeful evaluation. In conclusion, much progress has been made in recent years, and we identify ten further research needs around the inclusivity, institutionalization, strategy selection, and efficiency of KE approaches to support evidence-informed ocean and coastal management. © 2024 The Author(s)","<p>Export Date: 27 January 2025; Cited By: 6</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: Included for full-text screening",10.1016/j.ocecoaman.2024.107137,knowledge;Knowledge co productions;Knowledge exchange;Knowledge management;literature review;marine policy;Marine policy;Marine research;Marine science;North America;ocean;Production organizations;Research communities;Research needs;research work;Science policies;Systematic Review,,
rayyan-153485281,Knowledge coproduction on the impact of decisions for waterbird habitat in a changing climate,2023,,,Conservation Biology,,37,5,,"Byrd, K.B. and Matchett, E. and Mengelt, C. and Wilson, T.S. and DiPietro, D. and Moritsch, M. and Conlisk, E. and Veloz, S. and Casazza, M.L. and Reiter, M.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161396292&doi=10.1111%2fcobi.14089&partnerID=40&md5=bc2b783e0328b0344fb1e23a9f79f728,,,,"Scientists, resource managers, and decision makers increasingly use knowledge coproduction to guide the stewardship of future landscapes under climate change. This process was applied in the California Central Valley (USA) to solve complex conservation problems, where managed wetlands and croplands are flooded between fall and spring to support some of the largest concentrations of shorebirds and waterfowl in the world. We coproduced scenario narratives, spatially explicit flooded waterbird habitat models, data products, and new knowledge about climate adaptation potential. We documented our coproduction process, and using the coproduced models, we determined when and where management actions make a difference and when climate overrides these actions. The outcomes of this process provide lessons learned on how to cocreate usable information and how to increase climate adaptive capacity in a highly managed landscape. Actions to restore wetlands and prioritize their water supply created habitat outcomes resilient to climate change impacts particularly in March, when habitat was most limited; land protection combined with management can increase the ecosystem's resilience to climate change; and uptake and use of this information was influenced by the roles of different stakeholders, rapidly changing water policies, discrepancies in decision-making time frames, and immediate crises of extreme drought. Although a broad stakeholder group contributed knowledge to scenario narratives and model development, to coproduce usable information, data products were tailored to a small set of decision contexts, leading to fewer stakeholder participants over time. A boundary organization convened stakeholders across a large landscape, and early adopters helped build legitimacy. Yet, broadscale use of climate adaptation knowledge depends on state and local policies, engagement with decision makers that have legislative and budgetary authority, and the capacity to fit data products to specific decision needs. © 2023 Society for Conservation Biology. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.","<p>Export Date: 27 January 2025; Cited By: 2</p> | RAYYAN-INCLUSION: {""Philip""=>""Included""} | RAYYAN-LABELS: To check for next stage,Included for full-text screening",10.1111/cobi.14089,adaptación climática;agricultura;agriculture;apoyo a las decisiones;California;cambios en el uso de suelo;Central Valley [California];climate adaptation;climate change;Climate Change;Conservation of Natural Resources;decision support;decision support system;ecosystem;Ecosystem;ecosystem resilience;environmental protection;human;Humans;land use change;local adaptation;modelado participativo;participatory modeling;planeación de escenarios;restauración de humedales;scenario planning;seabird;season;Seasons;stakeholder;suministro de agua;United States;water supply;waterfowl;wetland;wetland restoration;Wetlands,,
