Marca temporal,Reviewer name,Location,Biome,Taxonomic group,Conservation problem,Stakeholder population,Type of scientific evidence,Study design,Data collected,Factors influencing evidence use,rayyan key,Evidence discipline,Scale of study,Scale of decision-making,Type of organisation studied,Description of decision type
25/09/2025 11:36,Philip Martin,USA,Not mentioned,Not mentioned,Not mentioned,"Researchers, Practitioners",Research data,Surveys,Opinions,Format and language,rayyan-83177440,Natural sciences,,,,
25/09/2025 12:24,Philip Martin,Australia,Not mentioned,Not mentioned,Protected area managment,Practitioners,No description provided,Surveys,Opinions,"Accessibility of evidence, Format and language, Nature of decision, Practitioner/policymaker research skills",rayyan-83177449,Not mentioned,,,,
25/09/2025 12:41,Philip Martin,Belize,Marine,Not mentioned,Marie Protected Area management,"Researchers, Practitioners",No description provided,Interviews,Opinions,"Source of evidence, Scientist-actor relationships, Nature of decision, Practitioner/policmaker attitude towards evidence use, Other stakeholder values and beliefs",rayyan-83177457,Not mentioned,,,,
25/09/2025 13:17,Philip Martin,USA,Not mentioned,Not mentioned,Not mentioned,Practitioners,Research data,Surveys,Opinions,"Source of evidence, Scientist-actor relationships, Relationships between colleagues",rayyan-83177458,Not mentioned,,,,
25/09/2025 13:38,Philip Martin,Vietnam,Not mentioned,Animals and plants,Not mentioned,"Researchers, Practitioners",Redlists,"Interviews, Documentary analysis",Opinions and records from documents,"Format and language, Relevance, Rigour, Timelieness of evidence",rayyan-83177462,Natural sciences,,,,
25/09/2025 13:52,Philip Martin,Europe,Not mentioned,Not mentioned,Not mentioned,"Researchers, Practitioners, Policymakers",Multiple forms of scientific evidence,"Interviews, Focus groups",Opinions,"Format and language, Rigour, Timelieness of evidence, Scientist-actor relationships, Relationships between colleagues, Practitioner/policymaker research skills",rayyan-83177470,Both natural and social sciences,,,,
25/09/2025 14:01,Philip Martin,New Zealand,Forest,Not mentioned,Forest restoration,Practitioners,No description provided,Surveys,Opinions,"Practitioner/policymaker research skills, Capacity and resources",rayyan-83177471,Natural sciences,,,,
01/10/2025 10:21,Philip Martin,USA,Not mentioned,Not mentioned,Climate change,"Researchers, Practitioners",Mixture of different tyoes including climate models and qualitative assessments drawn from literature,Interviews,Mixed data,"Quantity of information, Relevance, Scientist-actor relationships, Social, political, and economic context, Capacity and resources, Management, Other stakeholder values and beliefs",rayyan-83177488,Natural sciences,Multi-region,Regional,,
01/10/2025 10:34,Philip Martin,Australia,Marine,Not mentioned,Not reported,"Researchers, Practitioners, Policymakers",No description provided,"Surveys, Interviews",Stakeholder perceptions,"Rigour, Practitioner/policymaker-stakeholder relationships",rayyan-83177706,Not mentioned,Multi-region,Local,,
01/10/2025 11:10,Philip Martin,Global,Not mentioned,Not mentioned,"Various: Grazing impacts of reindeer, managment of protected forests","Researchers, Practitioners, Policymakers",Peer-reviewed studies,Interviews,Stakeholder perceptions,"Existence of evidence, Format and language, Time lag, Relevance, Uncertainty, Inconclusive, Timeliness of evidence, Practitioner/policymaker research skills",rayyan-83177713,Natural sciences,Multi-country,Not reported,,
01/10/2025 11:31,Philip Martin,Global,Forest,Not mentioned,"Multiple: forest management and governdance, climate change impacts, climate change mitigation, wetland conservation, ","Researchers, Practitioners",Research produced during projects,Documentary analysis,Stakeholder perceptions,"Relevance, Scientist-actor relationships",rayyan-83177991,Not mentioned,Single,Not reported,,
01/10/2025 11:41,Philip Martin,Germany,Forest,Not mentioned,Not reported,Practitioners,No description provided,Interviews,Stakeholder perceptions,"Rigour, Practitioner/policymaker-stakeholder relationships",rayyan-83177996,Natural sciences,Multi-region,Regional,,
06/10/2025 16:27,Philip Martin,Canada,Freshwater,Fish,Not reported,"Researchers, Practitioners",No description provided,Interviews,Stakeholder perceptions,"Time lag, Quantity of information, Inconclusive, Scientist-actor relationships, Practitioner/policymaker research skills, Capacity and resources",rayyan-153485131,Natural sciences,Single,Regional,"Government/statutory body, NGO/non-profit, Private sector, Academic institution, First nations group",Not linked to a specific decision
06/10/2025 17:06,Philip Martin,UK,"Forest, Grassland, Shrubland, Freshwater",Not mentioned,Not reported,"Researchers, Practitioners",No description provided,"Interviews, Workshops",Stakeholder perceptions,"Accessibility of evidence, Relevance, Rigour, Timeliness of evidence, Scientist-actor relationships",rayyan-153485180,Not mentioned,Multi-region,Regional,"Government/statutory body, NGO/non-profit, Academic institution, Research funders",Catchment and upland management
06/10/2025 17:22,Philip Martin,Canada,Freshwater,Fish,Not reported,"Researchers, Practitioners","Data, Peer-reviewed studies",Interviews,Stakeholder perceptions,"Accessibility of evidence, Rigour, Uncertainty, Social, political, and economic context, Practitioner/policymaker research skills, Capacity and resources",rayyan-153485295,Natural sciences,Multi-unit,Regional,"Government/statutory body, NGO/non-profit, Private sector, Academic institution",Fisheries management
07/10/2025 11:37,Philip Martin,Australia,Not mentioned,Not mentioned,Not reported,Practitioners,Site-level research and monitoring data,Surveys,Stakeholder perceptions,Existence of evidence,rayyan-153485431,Both natural and social sciences,Multi-region,Regional,Government/statutory body,Protected area management
07/10/2025 16:58,Philip Martin,France,Not mentioned,Not mentioned,"Agriculture impacts, Assessment of conservation status, Invasive species, Plant reintroduction","Researchers, Practitioners","Analyses of data, Protocol for survey of endangered species, Reintroduction protocol","Surveys, Interviews, Workshops",Mixed data,"Accessibility of evidence, Source of evidence, Scientist-actor relationships, Social, political, and economic context, Capacity and resources",rayyan-153485453,Natural sciences,Multi-unit,Regional,"NGO/non-profit, Academic institution","Public policy design, public policy assessment, agenda setting"
10/10/2025 12:11,Philip Martin,Global,Marine,Not mentioned,Not reported,"Researchers, Knowledge-brokers, Advisors",No description provided,Surveys,Stakeholder perceptions,"Rigour, Timeliness of evidence, Scientist-actor relationships, Relationships between colleagues, Nature of decision, Social, political, and economic context, Researcher skills and awareness, Practitioner/policmaker attitude towards evidence use, Practitioner/policymaker personal characteristics, Capacity and resources, Management, Practitioner/policymaker-stakeholder relationships",rayyan-153485643,Not mentioned,Not reported,Not reported,Not detailed,Not detailed
10/10/2025 12:22,Philip Martin,USA,Not mentioned,Not mentioned,Climate change,"Researchers, Practitioners",Multiple,"Surveys, Interviews, Documentary analysis",Stakeholder perceptions,"Scientist-actor relationships, Relationships between colleagues, Practitioner/policymaker-stakeholder relationships",rayyan-153485833,Natural sciences,Single,Regional,Government/statutory body,Consideration of climate change in Wyoming Statewide Habitat Plan
10/10/2025 12:36,Philip Martin,Netherlands,Marine,Not mentioned,Marine spatial planning,"Researchers, Policymakers",No description provided,"Interviews, Focus groups, Workshops, Documentary analysis",Mixed data,"Time lag, Quantity of information, Rigour, Uncertainty, Timeliness of evidence, Scientist-actor relationships, Nature of decision, Social, political, and economic context, Researcher skills and awareness, Practitioner/policmaker attitude towards evidence use, Practitioner/policymaker research skills, Capacity and resources",rayyan-153486288,Not mentioned,Multi-unit,National,"Government/statutory body, Academic institution",Marine spatial planning in the Dutch North Sea
10/10/2025 12:51,Philip Martin,"USA, Mexico",Marine,Not mentioned,Overexploitation,"Researchers, Practitioners",No description provided,Interviews,Stakeholder perceptions,"Relevance, Rigour, Source of evidence, Scientist-actor relationships, Practitioner/policymaker awareness of evidence, Capacity and resources, Management",rayyan-153486399,Both natural and social sciences,Multi-unit,Regional,"Government/statutory body, NGO/non-profit, Academic institution",Largely focussed on fisheries management
13/10/2025 10:33,Philip Martin,USA,Marine,"Invertebrates, Shellfish (coded as invertebrates)",Overexploitation,"Researchers, Practitioners",No description provided,"Interviews, Documentary analysis",Mixed data,"Accessibility of evidence, Scientist-actor relationships",rayyan-153486477,Natural sciences,Multi-unit,Local,"Government/statutory body, Private sector, Academic institution",
13/10/2025 10:57,Philip Martin,"Argentina, Belarus, Brazil,  China, Chile, Colombia, Costa Rica, Czech Republic, France, Finland, Germany, Guatemala, Greece, Hungary, Indonesia, Italy, Japan, Lebanon, Malaysia, Mexico, Mozambique, Norway, Paraguay, Poland, Romania, Russia, Senegal, Slovakia, Spain, South Korea, Switzerland, Taiwan, Turkey, Ukraine, Vietnam ",Not mentioned,Not mentioned,Not reported,"Researchers, Practitioners",Peer-reviewed studies,Surveys,Stakeholder perceptions,"Accessibility of evidence, Language barrier, Relevance, Rigour",rayyan-153486661,Natural sciences,Multi-country,National,"Government/statutory body, NGO/non-profit, Private sector, Academic institution",National reports on biodiversity assessments
13/10/2025 11:05,Philip Martin,Australia,Marine,Fish,Overexploitation,"Practitioners, Recrational fishers: coded as practitioners",No description provided,Surveys,Stakeholder perceptions,Format and language,rayyan-153486695,Natural sciences,Single,Local,Local recreational fishers,Management of fish stocks
13/10/2025 11:22,Philip Martin,Australia,Not mentioned,Not mentioned,Species conservation prioritisation,"Researchers, Practitioners, Mining and agriculture representatives, Indigenous representatives",No description provided,Interviews,Stakeholder perceptions,"Existence of evidence, Source of evidence, Scientist-actor relationships, Social, political, and economic context, Capacity and resources",rayyan-153486753,Natural sciences,Multi-unit,Regional,"Government/statutory body, NGO/non-profit, Community/local organisation, Private sector",Species conservation prioritisation
13/10/2025 11:28,Philip Martin,Australia,Marine,Not mentioned,Not reported,Researchers,No description provided,Surveys,Stakeholder perceptions,"Scientist-actor relationships, Researcher skills and awareness, Academic demands on researchers, Culture of researchers, Practitioner/policymaker research skills, Practitioner/policymaker awareness of evidence",rayyan-153486972,Both natural and social sciences,Multi-region,Not reported,Academic institution,Not described
13/10/2025 13:53,Philip Martin,Global,Not mentioned,Not mentioned,Not reported,"Researchers, Practitioners, Policymakers",No description provided,Interviews,Stakeholder perceptions,"Existence of evidence, Language barrier, Relevance, Source of evidence, Social, political, and economic context",rayyan-153487561,Both natural and social sciences,Multi-country,International,"Government/statutory body, NGO/non-profit, Academic institution",Conservation and sustainable use of marine biological diversity of areas beyond national jurisdiction - linked to UN Convention on the Law of the Sea
13/10/2025 14:06,Philip Martin,"Spain, Italy, Slovenia, Croatia","Marine, Terrestrial ecosystems",Not mentioned,Protected area management,Practitioners,Decision-making tools,Surveys,Stakeholder perceptions,"Relevance, Capacity and resources",rayyan-153487686,Not mentioned,Multi-country,Regional,Government/statutory body,Protected area management
14/10/2025 10:12,Philip Martin,Poland,Not mentioned,Not mentioned,Urbanisation,Practitioners,Decision-making tools,Surveys,Stakeholder perceptions,Format and language,rayyan-83177478,Natural sciences,Multi-region,Not reported,Private sector,Urban planning
14/10/2025 10:30,Philip Martin,Israel,Not mentioned,Not mentioned,Not reported,"Researchers, Practitioners",Peer-reviewed studies,"Interviews, Documentary analysis",Mixed data,"Accessibility of evidence, Format and language, Language barrier, Relevance, Rigour, Spatial/temporal scale of evidence, Scientist-actor relationships, Relationships between colleagues, Social, political, and economic context, Researcher skills and awareness, Practitioner/policymaker research skills, Practitioner/policymaker awareness of evidence, Capacity and resources, Practitioner/policymaker-stakeholder relationships",rayyan-83177550,Natural sciences,Multi-region,National,"Government/statutory body, Academic institution",Land-use planning and management
14/10/2025 10:48,Philip Martin,"Canada, Sweden, UK, Spain, Laos, New Zealand, Sri Lanka, Chile, USA, Kenya, Jordan, Ecuador, Argentina, Madagascar, Australia, ","Marine, Freshwater","Invertebrates, Fish",Overexploitation,"Researchers, Practitioners",No description provided,Interviews,Stakeholder perceptions,"Existence of evidence, Relevance, Uncertainty",rayyan-83177565,Natural sciences,Multi-country,Local,Not detailed,Small scale fisheries management
14/10/2025 11:00,Philip Martin,Sweden,Forest,Plants,Overexploitation,Policymakers,No description provided,Documentary analysis,Document-based data,"Existence of evidence, Social, political, and economic context",rayyan-83177582,Natural sciences,Single,National,Government/statutory body,Policy around green tree retention and continuous cover forestry
14/10/2025 11:22,Philip Martin,Finland,Forest,Not mentioned,Land use change,"Researchers, Practitioners",No description provided,Focus groups,Stakeholder perceptions,"Existence of evidence, Format and language, Time lag, Uncertainty, Scientist-actor relationships, Relationships between colleagues, Practitioner/policymaker research skills, Practitioner/policymaker awareness of evidence, Practitioner/policymaker-stakeholder relationships",rayyan-83177615,Both natural and social sciences,Multi-region,Not reported,"Government/statutory body, Private sector, Academic institution",Forest management and conservation
14/10/2025 11:31,Philip Martin,UK,Forest,Plants,Not reported,Practitioners,Decision-making tools,"Surveys, Documentary analysis",Mixed data,"Relevance, Rigour, Spatial/temporal scale of evidence, Relationships between colleagues, Social, political, and economic context, Practitioner/policmaker attitude towards evidence use, Capacity and resources, Management",rayyan-83177646,Natural sciences,Multi-region,Local,"Community/local organisation, Private sector",Use of i-Tree tool in ecosystem assessments
14/10/2025 12:00,Philip Martin,USA,Freshwater,Not mentioned,Climate change,Practitioners,No description provided,Interviews,Stakeholder perceptions,"Relevance, Scientist-actor relationships, Social, political, and economic context, Management",rayyan-83177648,Natural sciences,Multi-region,Regional,Government/statutory body,Watershed management
14/10/2025 12:21,Philip Martin,USA,Agricultural land,Not mentioned,Land use change,Practitioners,Decision-making tools,Surveys,Stakeholder perceptions,"Relevance, Practitioner/policmaker attitude towards evidence use, Practitioner/policymaker research skills, Capacity and resources",rayyan-83177651,Natural sciences,Multi-region,Local,Government/statutory body,Assessment of rangeland health
14/10/2025 12:34,Philip Martin,USA,Not mentioned,Not mentioned,Climate change,Practitioners,Multiple types,Surveys,Stakeholder perceptions,"Accessibility of evidence, Format and language, Relevance, Rigour, Uncertainty, Social, political, and economic context, Practitioner/policymaker research skills, Practitioner/policymaker awareness of evidence, Capacity and resources, Management",rayyan-83177670,Natural sciences,Multi-region,Regional,Government/statutory body,Land management
14/10/2025 12:47,Philip Martin,"Australia, South Africa",Freshwater,Not mentioned,"Climate change, Water use","Researchers, Practitioners",Peer-reviewed studies,Interviews,Stakeholder perceptions,"Scientist-actor relationships, Relationships between colleagues",rayyan-83177688,Natural sciences,Multi-country,Not reported,"Government/statutory body, Private sector, Academic institution",
16/10/2025 11:10,Philip Martin,USA,Marine,Not mentioned,Not reported,"Researchers, Practitioners",No description provided,"Surveys, Documentary analysis",Stakeholder perceptions,"Existence of evidence, Accessibility of evidence, Format and language, Relevance, Rigour, Source of evidence, Timeliness of evidence, Scientist-actor relationships, Practitioner/policymaker research skills, Capacity and resources, Practitioner/policymaker-stakeholder relationships",rayyan-83177772,Not mentioned,Multi-unit,Regional,Government/statutory body,Development of recovery plans
16/10/2025 11:46,Philip Martin,Canada,Not mentioned,Not mentioned,Not reported,"Practitioners, Policymakers",Evidence synthesis,Interviews,Stakeholder perceptions,"Existence of evidence, Time lag, Rigour",rayyan-83177554,Not mentioned,Multi-region,National,"Government/statutory body, NGO/non-profit",Environmental management
17/10/2025 15:21,Philip Martin,Colombia,Not mentioned,Not mentioned,Protected area management,"Researchers, Practitioners",No description provided,"Interviews, Documentary analysis",Mixed data,"Rigour, Scientist-actor relationships, Practitioner/policymaker research skills, Capacity and resources",rayyan-83177705,Not mentioned,Multi-region,Local,"Government/statutory body, NGO/non-profit, Academic institution",Protected area management
17/10/2025 15:48,Philip Martin,USA,Marine,Not mentioned,Not reported,Practitioners,No description provided,Documentary analysis,Document-based data,Existence of evidence,rayyan-83177773,Both natural and social sciences,Multi-unit,Local,Government/statutory body,Ecosystem recovery planning
17/10/2025 16:04,Philip Martin,Global,"Forest, Marine, Freshwater, Agricultural systems",Not mentioned,Not reported,Researchers,Peer-reviewed studies,Surveys,Stakeholder perceptions,"Format and language, Quantity of information, Language barrier, Relevance, Timeliness of evidence, Scientist-actor relationships, Social, political, and economic context, Practitioner/policymaker research skills, Capacity and resources",rayyan-83177815,Natural sciences,Multi-country,Not reported,Academic institution,Not reported
17/10/2025 16:14,Philip Martin,"USA, Canada",Freshwater,Fish,Overexploitation,"Researchers, Practitioners",No description provided,Interviews,Stakeholder perceptions,"Relevance, Rigour, Source of evidence, Timeliness of evidence, Researcher skills and awareness, Practitioner/policymaker research skills",rayyan-83177834,Social sciences,Multi-country,International,"Government/statutory body, Indigenous group",Fisheries management
20/10/2025 12:50,Philip Martin,South Africa,Freshwater,Not mentioned,Not reported,Practitioners,Decision-making tools,Interviews,Stakeholder perceptions,"Accessibility of evidence, Format and language, Relevance, Scientist-actor relationships, Social, political, and economic context, Practitioner/policymaker research skills, Capacity and resources, Practitioner/policymaker-stakeholder relationships",rayyan-83177869,Not mentioned,Multi-region,National,Government/statutory body,Freshwater ecosystem management
20/10/2025 13:09,Philip Martin,Canada,Not mentioned,Mammals,Human-wildlife conflict,Practitioners,No description provided,"Focus groups, Documentary analysis",Mixed data,"Time lag, Relevance, Timeliness of evidence, Relationships between colleagues, Social, political, and economic context, Practitioner/policmaker attitude towards evidence use, Capacity and resources, Management",rayyan-83177910,Both natural and social sciences,Multi-unit,Local,"Government/statutory body, Community/local organisation",Grizzly bear management
20/10/2025 15:15,Philip Martin,Sweden,Marine,Not mentioned,"Eutrophication, Pollution, Climate Change, Overexploitation","Researchers, Policy analysts, Science communicators, Journalist",No description provided,Interviews,Stakeholder perceptions,"Format and language, Scientist-actor relationships, Social, political, and economic context, Researcher skills and awareness, Academic demands on researchers, Culture of researchers, Capacity and resources, Management",rayyan-83177922,Not mentioned,Single,International,Academic institution,Management of the Baltic Sea environment
20/10/2025 15:41,Philip Martin,Australia,Not mentioned,Not mentioned,Not reported,Researchers,No description provided,Surveys,Stakeholder perceptions,"Scientist-actor relationships, Practitioner/policymaker-stakeholder relationships",rayyan-83177923,Not mentioned,Single,Not reported,Academic institution,None mentioned
20/10/2025 15:58,Philip Martin,"Sweden, Poland",Not mentioned,Not mentioned,Not reported,Practitioners,No description provided,"Interviews, Documentary analysis",Mixed data,"Relevance, Social, political, and economic context",rayyan-83177931,Not mentioned,Multi-country,Local,Government/statutory body,Protection of the natural environment
20/10/2025 16:20,Philip Martin,USA,Forest,Not mentioned,Fire,"Researchers, Practitioners",Peer-reviewed studies,Interviews,Stakeholder perceptions,"Existence of evidence, Accessibility of evidence, Format and language, Relevance, Uncertainty, Spatial/temporal scale of evidence, Timeliness of evidence, Scientist-actor relationships, Relationships between colleagues, Academic demands on researchers, Practitioner/policmaker attitude towards evidence use, Practitioner/policymaker research skills, Capacity and resources, Practitioner/policymaker-stakeholder relationships",rayyan-83177940,Natural sciences,Not reported,Not reported,"Government/statutory body, NGO/non-profit, Private sector, Academic institution",Fire management in forests
20/10/2025 16:33,Philip Martin,Argentina,Forest,Not mentioned,Land use change,"Practitioners, Policymakers",No description provided,Documentary analysis,Document-based data,"Social, political, and economic context",rayyan-83177962,Natural sciences,Single,National,Government/statutory body,Law-making related to protection of native forests
20/10/2025 17:01,Philip Martin,Brazil,Forest,Not mentioned,Land use change,"Researchers, Practitioners, Policymakers",No description provided,Interviews,Stakeholder perceptions,"Format and language, Time lag, Relevance, Timeliness of evidence, Scientist-actor relationships, Social, political, and economic context, Practitioner/policymaker research skills",rayyan-153485154,Both natural and social sciences,Multi-unit,Regional,"Government/statutory body, NGO/non-profit, Community/local organisation, Academic institution",Atlantic Forest Law
20/10/2025 21:41,Philip Martin,Canada,Freshwater,Fish,Overexploitation,Practitioners,No description provided,Interviews,Stakeholder perceptions,"Accessibility of evidence, Format and language, Time lag, Quantity of information, Relevance, Rigour, Uncertainty, Inconclusive, Source of evidence, Timeliness of evidence, Scientist-actor relationships, Social, political, and economic context, Practitioner/policmaker attitude towards evidence use, Capacity and resources, Management",rayyan-153485211,Not mentioned,Multi-unit,Regional,"Government/statutory body, NGO/non-profit, Community/local organisation, Private sector",Salmon fisheries management
20/10/2025 22:20,Philip Martin,"Belgium, Canada, Estonia, France, Iceland, Ireland, Latvia, Lithuania, Poland, Portugal, Spain, USA,  Denmark, Finland, Germany, Netherlands, Norway, Sweden, Russia, UK ",Marine,Not mentioned,"Overexploitation, Identification of vulnerable ecosystems",Practitioners,Scientific reports,Interviews,Stakeholder perceptions,"Rigour, Source of evidence, Scientist-actor relationships",rayyan-153485299,Not mentioned,Multi-country,International,Intergovernmental organisation,
21/10/2025 11:26,Philip Martin,Canada,Freshwater,Fish,Overexploitation,"Researchers, Practitioners",No description provided,Interviews,Stakeholder perceptions,"Scientist-actor relationships, Relationships between colleagues, Social, political, and economic context, Other stakeholder values and beliefs, Practitioner/policymaker-stakeholder relationships",rayyan-153485304,Not mentioned,Multi-unit,Regional,"Government/statutory body, NGO/non-profit, Private sector, Academic institution",Management of Rainbow trout fishery
21/10/2025 11:39,Philip Martin,Finland,Not mentioned,Mammals,Overexploitation,"Researchers, Practitioners",Citizen science,Interviews,Stakeholder perceptions,"Social, political, and economic context, Other stakeholder values and beliefs",rayyan-153485317,Natural sciences,Multi-unit,Regional,Not detailed,Wolf management
21/10/2025 11:55,Philip Martin,"Australia, New Zealand, UK, USA, Canada",Not mentioned,Birds,Predation of birds,"Researchers, Practitioners",Peer-reviewed studies,Surveys,Stakeholder perceptions,"Practitioner/policymaker research skills, Practitioner/policymaker personal characteristics",rayyan-153485355,Natural sciences,Multi-country,Not reported,"Government/statutory body, NGO/non-profit, Private sector, Academic institution",Management of bird predators
21/10/2025 12:31,Philip Martin,Netherlands,Marine,Not mentioned,Marine spatial planning,"Researchers, Policymakers",No description provided,"Interviews, Focus groups, Documentary analysis",Mixed data,"Existence of evidence, Format and language, Uncertainty, Timeliness of evidence, Scientist-actor relationships, Nature of decision, Social, political, and economic context, Practitioner/policmaker attitude towards evidence use",rayyan-153485396,Both natural and social sciences,Multi-unit,National,"Government/statutory body, Academic institution",Spatial planning of offshore wind farms
21/10/2025 14:59,Philip Martin,USA,Shrubland,Not mentioned,Restoration,Practitioners,Decision-making tools,"Interviews, Workshops",Stakeholder perceptions,"Relevance, Rigour, Scientist-actor relationships, Capacity and resources",rayyan-153485474,Natural sciences,Multi-unit,Not reported,"Government/statutory body, NGO/non-profit, Private sector, Academic institution",Restoration of Sagebrush ecosystems
21/10/2025 16:35,Philip Martin,"Austria, Germany, France, Netherlands, Spain, UK",Forest,Not mentioned,Climate change,"Researchers, Practitioners, Policymakers",No description provided,Interviews,Stakeholder perceptions,"Relevance, Uncertainty, Practitioner/policymaker decision process, Other stakeholder values and beliefs, Practitioner/policymaker-stakeholder relationships",rayyan-153485582,Natural sciences,Multi-country,Local,"Government/statutory body, Private sector, Academic institution",Forest conservation and management related to climate change
21/10/2025 16:54,Philip Martin,Canada,Freshwater,Fish,Overexploitation,Practitioners,No description provided,Interviews,Stakeholder perceptions,"Relevance, Uncertainty, Capacity and resources",rayyan-153485667,Natural sciences,Multi-unit,Regional,"Government/statutory body, NGO/non-profit, Private sector, Recreational fisheries, First nation fisheries",Fishery management
22/10/2025 10:02,Philip Martin,France,Not mentioned,"Birds, Invertebrates",Pest control,"Researchers, Practitioners",Peer-reviewed studies,Interviews,Stakeholder perceptions,"Uncertainty, Social, political, and economic context, Other stakeholder values and beliefs",rayyan-153485748,Natural sciences,Multi-unit,Local,"Government/statutory body, NGO/non-profit, Private sector, Academic institution",Control of mosquitos in a national park
22/10/2025 10:21,Philip Martin,"USA, UK, Australia","Marine, Freshwater",Fish,Not reported,Researchers,No description provided,"Surveys, Interviews",Stakeholder perceptions,"Format and language, Quantity of information, Relevance, Rigour, Uncertainty, Spatial/temporal scale of evidence, Scientist-actor relationships, Relationships between colleagues, Nature of decision, Social, political, and economic context, Practitioner/policymaker research skills, Practitioner/policymaker decision process, Capacity and resources",rayyan-153485761,Natural sciences,Multi-country,Not reported,Academic institution,
22/10/2025 10:38,Philip Martin,Australia,Marine,Fish,Overexploitation,Practitioners,No description provided,Interviews,Stakeholder perceptions,"Scientist-actor relationships, Capacity and resources",rayyan-153485846,Natural sciences,Single,Local,Private sector,
22/10/2025 10:48,Philip Martin,Canada,Not mentioned,Not mentioned,Protected area management,Practitioners,Multiple forms,Surveys,Stakeholder perceptions,"Existence of evidence, Accessibility of evidence, Time lag, Relevance, Rigour, Uncertainty, Spatial/temporal scale of evidence, Timeliness of evidence, Practitioner/policmaker attitude towards evidence use, Practitioner/policymaker research skills, Capacity and resources, Management",rayyan-153485896,Not mentioned,Multi-region,Local,Government/statutory body,Protected area management
22/10/2025 10:56,Philip Martin,Global,"Marine, Freshwater",Fish,Not reported,Researchers,No description provided,"Surveys, Interviews",Stakeholder perceptions,"Scientist-actor relationships, Nature of decision, Culture of researchers",rayyan-153485979,Natural sciences,Multi-country,Not reported,Academic institution,No clear decision
